movie_title,duration,gross,genres,plot_keywords,budget,title_year,imdb_score,aspect_ratio
Lone Survivor,121,125069696,Action|Biography|Drama|Thriller|War,courage|navy seal|outnumbered|shot multiple times|survival,40000000,2013,7.6,2.35
A League of Their Own,128,107458785,Comedy|Drama|Sport,baseball|friend|oregon|rivalry|softball,40000000,1992,7.2,2.35
The Conjuring 2,134,102310175,Horror|Mystery|Thriller,based on supposedly true story|house|paranormal investigating|psychic|second part,40000000,2016,7.8,2.35
The Social Network,120,96917897,Biography|Drama,competitiveness|creator|entrepreneur|facebook|intellectual property,40000000,2010,7.7,2.35
He's Just Not That Into You,129,93952276,Comedy|Drama|Romance,advertising|bar|dating|lingerie slip|six word title,40000000,2009,6.4,2.35
Scary Movie 4,89,90703745,Comedy,female nudity|male nudity|parody|reference to myspace|sequel,45000000,2006,5.1,1.85
Scream 3,116,89138076,Horror|Mystery,death|ghostface|murder|scream|survivor,40000000,2000,5.5,2.35
Back to the Future Part III,118,87666629,Adventure|Comedy|Sci-Fi|Western,band|dog|letter|time machine|tombstone,40000000,1990,7.4,1.37
Get Hard,107,90353764,Comedy|Crime,camera focus on female butt|gay bar|millionaire|singing in a car|two word title,40000000,2015,6,1.85
Bram Stoker's Dracula,155,82522790,Fantasy|Horror|Romance,dracula|horror movie remake|maze|monster sex|vampire,40000000,1992,7.5,1.85
Julie & Julia,123,94125426,Biography|Drama|Romance,american|blog|book|cook|cooking,40000000,2009,7,1.85
42,128,95001343,Biography|Drama|Sport,baseball|baseball player|brooklyn dodgers|major league baseball|racism,40000000,2013,7.5,2.35
The Talented Mr. Ripley,139,81292135,Crime|Drama|Thriller,1950s|italy|mistaken identity|nudity|sociopath,40000000,1999,7.3,1.85
Dumb and Dumber To,109,86208010,Comedy,adoption|highway travel|road trip|sequel|stupidity,35000000,2014,5.7,1.85
Eight Below,120,81593527,Adventure|Drama|Family,antarctica|dog|siberian husky|sled dog|survival,40000000,2006,7.3,2.35
The Intern,121,75274748,Comedy|Drama,reference to ben affleck|reference to brad pitt|reference to george clooney|reference to jack nicholson|website,35000000,2015,7.2,1.85
Ride Along 2,102,90835030,Action|Comedy,computer hacker|crime boss|detective|drugs|wedding,40000000,2016,5.9,2.35
The Last of the Mohicans,117,72455275,Action|Adventure|Drama|Romance|War,18th century|based on novel|colonel|french and indian war|revenge,40000000,1992,7.8,2.35
Ray,178,75305995,Biography|Drama|Music,1950s|1960s|racism|rhythm and blues|singer,40000000,2004,7.7,1.85
Sin City,147,74098862,Crime|Thriller,anthology|corruption|hearing characters thoughts|neo noir|night,40000000,2005,8.1,1.85
Vantage Point,90,72266306,Crime|Drama|Mystery|Thriller,explosion|multiple perspectives|president|secret service|shooting,40000000,2008,6.6,2.35
"I Love You, Man",105,71347010,Comedy|Romance,bromance|friend|gay brother|homosexual subtext|wedding,40000000,2009,7.1,1.85
Shallow Hal,114,70836296,Comedy|Drama|Fantasy|Romance,dying|friend|inner beauty|love|self help guru,40000000,2001,5.9,1.85
JFK,206,70405498,Drama|History|Thriller,death|gay slur|homosexuality|investigation|president,40000000,1991,8,2.35
Big Momma's House 2,99,70163652,Comedy|Crime,cheerleading|fbi|fbi agent|nanny|undercover,40000000,2006,4.6,1.85
The Mexican,123,66808615,Adventure|Comedy|Crime|Romance,curse|hostage|mexico|pistol|vomiting,34000000,2001,6.1,2.35
Unbroken,137,115603980,Biography|Drama|Sport|War,emaciation|male nudity|plane crash|prisoner of war|torture,65000000,2014,7.2,2.35
17 Again,102,64149837,Comedy|Drama|Family|Fantasy|Romance,adult as child|father son relationship|high school student|janitor|school,20000000,2009,6.4,2.35
The Other Woman,109,83906114,Comedy|Romance,beach house|blonde bombshell|cheating husband|revenge|wife meets mistress,40000000,2014,6,2.35
The Final Destination,82,66466372,Horror,attempted suicide|car crash|collapsing scaffold|overflowing bathtub|tooth knocked out,40000000,2009,5.2,2.35
Bridge of Spies,142,72306065,Drama|History|Thriller,cia|cold war|lawyer|negotiation|spy,40000000,2015,7.6,2.35
Behind Enemy Lines,106,59068786,Action|Drama|Thriller|War,battle|massacre|navigator|navy|rescue,40000000,2001,6.4,2.35
Shall We Dance,106,57887882,Comedy|Drama|Romance,dance|dance competition|dance lesson|love|teacher,50000000,2004,6.1,1.85
Small Soldiers,108,53955614,Action|Adventure|Comedy|Family|Sci-Fi,action figure|battle|computer|military|toy,40000000,1998,6.1,2.35
Spawn,98,54967359,Action|Horror,based on comic|based on comic book|dark hero|image comics|superhero,40000000,1997,5.2,1.85
The Count of Monte Cristo,131,54228104,Action|Adventure|Drama|Romance|Thriller,count|escape|island|revenge|sailor,35000000,2002,7.7,1.85
The Lincoln Lawyer,118,57981889,Crime|Drama|Thriller,defense attorney|defense lawyer|lawyer|plot twist|prostitute,40000000,2011,7.3,2.35
Unknown,113,61094903,Action|Mystery|Thriller,agriculture|airport|amnesia|nurse|scientist,30000000,2011,6.9,2.35
The Prestige,130,53082743,Drama|Mystery|Sci-Fi|Thriller,illusion|magician|obsession|rivalry|secret,40000000,2006,8.5,2.35
Horrible Bosses 2,116,54414716,Comedy|Crime,kidnapping|reference to franz beckenbauer|scene during end credits|second part|singing in a car,42000000,2014,6.3,2.35
Escape from Planet Earth,89,57011847,Adventure|Animation|Comedy|Family|Sci-Fi,alien|cult film|mission control|product placement|rescue,40000000,2013,5.9,2.35
Apocalypto,139,50859889,Action|Adventure|Drama|Thriller,jaguar|mayan|solar eclipse|tribe|village,40000000,2006,7.8,1.85
The Living Daylights,130,51185897,Action|Adventure|Thriller,british agent|defection|escape|kgb|soviet general,30000000,1987,6.7,2.35
Predators,107,52000688,Action|Adventure|Sci-Fi|Thriller,kicked in the face|martial arts|punched in the face|strong female character|woman punching a man,40000000,2010,6.4,2.35
Legal Eagles,116,49851591,Comedy|Crime|Romance,judicial|judiciary|lawyer|murder|painting,40000000,1986,5.9,2.35
Secret Window,96,47781388,Mystery|Thriller,adultery|extramarital affair|infidelity|unfaithfulness|writer,40000000,2004,6.6,2.35
The Lake House,99,52320979,Drama|Fantasy|Romance,house|lake|letter|love across time|parallel time,40000000,2006,6.8,2.35
The Skeleton Key,104,47806295,Horror|Mystery|Thriller,attic|bound and gagged|hoodoo|secret|southern gothic,43000000,2005,6.5,2.35
The Odd Life of Timothy Green,105,51853450,Comedy|Drama|Family|Fantasy,dodgeball|portrait|soccer|soccer game|young love,25000000,2012,6.6,1.85
Made of Honor,101,46012734,Comedy|Romance,friend|love|maid|maid of honor|marriage,40000000,2008,5.8,2.35
Jersey Boys,134,47034272,Biography|Drama|Music|Musical,band|music group|musical quartet|singer|song,40000000,2014,6.9,2.35
The Rainmaker,135,45856732,Crime|Drama|Thriller,courtroom|domestic violence|insurance company|lawyer|underdog,40000000,1997,7.1,2.35
Gothika,98,59588068,Horror|Mystery|Thriller,memory|murder|patient|psychiatrist|the devil,40000000,2003,5.8,1.85
Amistad,155,44175394,Drama|History,courtroom|mutiny|ship|slave ship|slave trade,36000000,1997,7.2,1.85
Medicine Man,106,45500797,Adventure|Drama|Romance,cancer|environment|gas chromatograph|jungle|nature,40000000,1992,6,2.35
Aliens vs. Predator: Requiem,102,41797066,Action|Horror|Sci-Fi|Thriller,alien|escape|hunting|hybrid|predator,40000000,2007,4.7,2.35
Ri¢hie Ri¢h,95,38087756,Comedy|Family,attempted murder|based on comic book|escape from prison|lost at sea|wealth,40000000,1994,5.2,1.85
Autumn in New York,103,37752931,Drama|Romance,may december romance|new york|new york city|rockefeller center|title directed by female,40000000,2000,5.5,1.85
Paul,109,37371385,Adventure|Comedy|Sci-Fi,alien|geek|nerd|road trip|ufo,40000000,2011,7,2.35
The Guilt Trip,95,37101011,Comedy|Drama,cross country|love|mother son relationship|on the road|trip,40000000,2012,5.8,2.35
Scream 4,111,38176892,Horror|Mystery,author|book|deputy|murder|sheriff,40000000,2011,6.2,2.35
8MM,123,36283504,Mystery|Thriller,investigation|obsession|private eye|private investigator|snuff film,40000000,1999,6.5,2.35
The Doors,140,35183792,Biography|Drama|Music|Musical,death|paris france|rock band|singer|the doors,38000000,1991,7.2,2.35
Sex Tape,94,38543473,Comedy,sex in a car|sex video|sexual desire|sexuality|undressing,40000000,2014,5.1,1.85
Hanging Up,94,36037909,Comedy|Drama,actress|clown costume|magazine|party planner|soap opera actress,60000000,2000,4.7,1.85
Final Destination 5,92,42575718,Horror,blood splatter|death|eyeball run over by car|latex gloves|suspension bridge,40000000,2011,5.9,2.35
Mickey Blue Eyes,102,33864342,Comedy|Crime|Romance,auctioneer|fbi|mafia|mobster|painting,40000000,1999,5.8,1.85
Pay It Forward,123,33508922,Drama,alcoholism|boy|good deed|protective male|teacher,40000000,2000,7.2,1.85
Fever Pitch,104,42071069,Comedy|Drama|Romance|Sport,baltimore orioles|boston red sox|promotion|ups|world series,30000000,2005,6.2,2.35
Drillbit Taylor,102,32853640,Comedy|Drama,bodyguard|bully|generation y|high school|nerd,40000000,2008,5.7,2.35
A Million Ways to Die in the West,136,42615685,Comedy|Western,dancing sheep|fetish|musical scene|racial humor|snake poison,40000000,2014,6.1,2.35
The Shadow,93,32055248,Action|Adventure|Crime|Fantasy|Mystery|Thriller,1930s|bomb|city|invisibility|the shadow,25000000,1994,6,1.85
Extremely Loud & Incredibly Close,129,31836745,Adventure|Drama|Mystery,fear|mourning|mute|quest|revelation,40000000,2011,6.9,2.35
Morning Glory,107,30993544,Comedy|Drama|Romance,job offer|roller coaster|slow motion action scene|slow motion sequence|television,40000000,2010,6.5,2.35
Get Rich or Die Tryin',117,30981850,Biography|Crime|Drama|Music,male frontal nudity|male pubic hair|prison|pubic hair|violence,40000000,2005,5,2.35
The Art of War,116,30199105,Action|Adventure|Crime|Thriller,blood splatter|fbi|murder|secretary general|united nations,40000000,2000,5.7,2.35
Rent,135,29077547,Drama|Musical|Romance,aids|hiv positive|lawyer|new york city|roommate,40000000,2005,7,2.35
Bless the Child,107,29374178,Crime|Drama|Horror|Thriller,easter|fbi|luminol|nurse|omen,40000000,2000,5.1,2.35
The Out-of-Towners,90,28535768,Comedy,job interview|manhattan new york city|new york city|remake|sausage,40000000,1999,5.3,1.85
The Island of Dr. Moreau,99,27663982,Horror|Sci-Fi|Thriller,animal experimentation|chimera|island|jungle|mutant,40000000,1996,4.4,2.35
The Musketeer,104,27053815,Action|Adventure|Romance,guard|king|murder|musketeer|swordsman,40000000,2001,4.7,2.35
The Other Boleyn Girl,115,26814957,Biography|Drama|History|Romance,children|court|king|king henry viii|love,35000000,2008,6.7,1.85
Sweet November,119,25178165,Drama|Romance,advertising|cancer|dog|san francisco california|terminal illness,40000000,2001,6.7,1.85
The Reaping,99,25117498,Horror|Thriller,biblical plague|louisiana|missionary|plague|small town,40000000,2007,5.7,2.35
Mean Streets,112,32645,Crime|Drama|Romance|Thriller,bar|catholic guilt|epilepsy|italian american|money,500000,1973,7.4,1.85
Renaissance Man,128,24332324,Comedy|Drama,army|basic training|reference to shakespeare's hamlet|teacher|u.s. army,40000000,1994,6.1,1.85
Colombiana,112,36665854,Action|Crime|Drama|Thriller,female in a shower|female nudity|premarital sex|sex scene|woman wearing a miniskirt,40000000,2011,6.4,2.35
The Magic Sword: Quest for Camelot,86,22717758,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,camelot|dragon|excalibur|knight|sword,40000000,1998,6.2,1.85
City by the Sea,108,22433915,Crime|Drama|Mystery|Thriller,beach|grandson|murder|new york city|police,60000000,2002,6.2,2.35
At First Sight,128,22326247,Drama|Romance,based on article|blindness|box office flop|massage therapist|regaining sight,60000000,1999,5.9,1.85
Torque,84,21176322,Action|Comedy|Crime,murder|on the run|security camera|surveillance footage|timebomb,40000000,2004,4,2.35
City Hall,111,20300000,Drama|Thriller,drug dealer|mayor|new york city|probation|scandal,40000000,1996,6.2,1.85
Showgirls,131,20302961,Drama,cult film|lap dance|lap dancing|stripper|striptease,45000000,1995,4.6,2.35
Marie Antoinette,123,15962471,Biography|Drama|History|Romance,austria|cake|france|queen|versailles,40000000,2006,6.4,1.85
Kiss of Death,101,14942422,Action|Crime|Thriller,beard|female nudity|police brutality|stripper|woman in lingerie,40000000,1995,5.9,1.85
Get Carter,102,14967182,Action|Crime|Drama|Thriller,affair|car crash|enforcer|funeral|murder,40000000,2000,5.1,2.35
The Impossible,114,18996755,Drama|Thriller,christmas|resort|thailand|tourist|tsunami,45000000,2012,7.6,2.35
Ishtar,107,14375181,Action|Adventure|Comedy|Music|Thriller,cia|emir|hotel|map|morocco,51000000,1987,4.2,1.85
Fantastic Mr. Fox,87,20999103,Adventure|Animation|Comedy|Crime|Family,cider|farm|farmer|fox|tale,40000000,2009,7.8,1.85
Life or Something Like It,103,14448589,Comedy|Romance,football|homeless man|interview|psychic|reporter,40000000,2002,5.8,2.35
Memoirs of an Invisible Man,99,14358033,Comedy|Romance|Sci-Fi|Thriller,accident|bar|chase|cia|laboratory,40000000,1992,5.9,2.35
Amélie,122,33201661,Comedy|Romance,cheerfulness|female protagonist|garden gnome|magical realism|waitress,77000000,2001,8.4,2.35
New York Minute,91,14018364,Comedy|Crime|Family|Romance,dog|new york city|scholarship|senator|twin,30000000,2004,4.8,1.85
Alfie,103,13395939,Comedy|Drama|Romance,best friend|commitment|friend|limousine driver|one night stand,60000000,2004,6.2,1.85
Big Miracle,107,20113965,Biography|Drama|Romance,arctic circle|reporter|small town|volunteer|whale,40000000,2012,6.5,2.35
The Deep End of the Ocean,106,13376506,Drama,basketball|boy|italian|kidnapping a child|reunion,40000000,1999,6.3,1.85
Feardotcom,101,13208023,Crime|Horror|Thriller,bondage gear|bound and gagged|hung by one's wrists|tied to a chair|tied to a table,42000000,2002,3.3,2.35
Cirque du Freak: The Vampire's Assistant,109,13838130,Action|Adventure|Fantasy|Thriller,antidote|based on young adult novel|flyer|spider|vampire,40000000,2009,5.9,2.35
Victor Frankenstein,110,5773519,Drama|Horror|Sci-Fi|Thriller,assistant|experiment|frankenstein|medical student|scientist,40000000,2015,6,2.35
Duplex,89,9652000,Comedy,christmas|duplex|television|tenant|writer,40000000,2003,5.8,1.85
Raise the Titanic,119,7000000,Action|Adventure|Drama|Thriller,military|mineral|ocean|ship|titanic,36000000,1980,4.7,2.35
Universal Soldier: The Return,83,10431220,Action|Sci-Fi,combat|computer|general|military|reporter,24000000,1999,4.1,1.85
Pandorum,108,10326062,Action|Horror|Mystery|Sci-Fi|Thriller,future|mission|space|spaceship|survival,33000000,2009,6.8,2.35
Impostor,102,6114237,Drama|Mystery|Sci-Fi|Thriller,alien|android|bomb|future|weapon,40000000,2001,6.2,1.85
Extreme Ops,93,4835968,Action|Adventure|Thriller,commercial|extreme sports|mountain|serbian|terrorist,40000000,2002,4.5,2.35
Just Visiting,84,4777007,Comedy|Fantasy|Sci-Fi,alternate history|alternate timeline|flatulence|future time travel|time travel comedy,40000000,2001,5.8,2.35
Sunshine,107,3675072,Adventure|Sci-Fi|Thriller,astronaut|earth|future|icarus|sun,26000000,2007,7.3,2.35
A Thousand Words,91,18438149,Comedy|Drama,box office flop|buddhist|liar|literary agent|magical tree,40000000,2012,5.9,2.35
Delgo,94,511920,Adventure|Animation|Comedy|Fantasy|Romance,box office flop|computer animation|one word title|surrealism|villainess,40000000,2008,4.4,1.85
The Gunman,115,10640645,Action|Crime|Drama|Mystery|Thriller,assassination|blood vomiting|death|hit squad|mercenary,40000000,2015,5.8,2.35
Alex Rider: Operation Stormbreaker,93,652526,Action|Adventure|Family|Thriller,14 year old|british|gadget|spy|training,40000000,2006,5.1,2.35
Disturbia,105,80050171,Drama|Mystery|Thriller,binoculars|electronic tag|house arrest|neighbor|watching someone,20000000,2007,6.9,1.85
Hackers,107,7564000,Comedy|Crime|Drama|Thriller,computer|computer virus|cyberpunk|fight the system|sexual fantasy,20000000,1995,6.2,2.35
The Hunting Party,101,876671,Adventure|Comedy|Drama|Romance|Thriller|War,bosnia|cia|fox|hunt|war criminal,25000000,2007,6.9,2.35
The Hudsucker Proxy,111,2869369,Comedy|Fantasy,art deco|board of directors|industry|mail|stock,30000000,1994,7.3,1.85
The Warlords,113,128978,Action|Drama|History|Romance|War,assassination|blood brother|dynasty|general|stabbing a woman,40000000,2007,7.1,2.35
Nomad: The Warrior,112,77231,Drama|History|War,1800s|kazakhstan|nomad,25000000,2005,6,2.35
Snowpiercer,126,4563029,Action|Drama|Sci-Fi|Thriller,closed ecological system|perpetual winter|population control|revolt|train,39200000,2013,7,1.85
The Crow,98,50693162,Action|Drama|Fantasy,back from the dead|crime boss|crow|gothic|vigilante,23000000,1994,7.6,1.85
Baahubali: The Beginning,159,6498000,Action|Adventure|Drama|Fantasy|War,ancient india|dual role|good versus evil|hindu|kingdom,18026148,2015,8.4,1.85
The Time Traveler's Wife,107,63411478,Drama|Fantasy|Romance|Sci-Fi,jumping on a bed|kissing while having sex|librarian|male objectification|pregnant woman in bathtub,39000000,2009,7.1,2.35
The Fast and the Furious,106,144512310,Action|Crime|Thriller,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,38000000,2001,6.7,2.35
Frankenweenie,87,35287788,Animation|Comedy|Family|Horror|Sci-Fi,dog|life|remake by original director|science|stop motion animation,39000000,2012,7,1.85
Serenity,119,25335935,Action|Adventure|Sci-Fi|Thriller,alliance|cannibalism|future|operative|planet,40000000,2005,8,2.35
